Customer ID,Gender,Age,Income,Spending,Category
CUST0001,Male,34,115756,7729,Home Appliances
CUST0002,Female,26,80461,8425,Furniture
CUST0003,Male,50,95418,3238,Furniture
CUST0004,Male,37,86672,7793,Furniture
CUST0005,Male,30,148232,8364,Accessories
CUST0006,Female,45,54832,7942,Furniture
CUST0007,Male,65,147335,6821,Home Appliances
CUST0008,Male,46,51966,7102,Home Appliances
CUST0009,Male,30,92545,4325,Accessories
CUST0010,Female,63,32987,3078,Accessories
CUST0011,Male,52,57311,7473,Furniture
CUST0012,Male,23,51575,6007,Automotive
CUST0013,Male,35,83852,6197,Accessories
CUST0014,Male,22,147650,5756,Electronics
CUST0015,Female,64,21007,9084,Home Appliances
CUST0016,Male,42,90981,4359,Electronics
CUST0017,Female,19,96242,8386,Home Appliances
CUST0018,Female,27,67517,6001,Home Appliances
CUST0019,Female,47,130022,9425,Accessories
CUST0020,Male,62,49257,5017,Accessories
CUST0021,Female,22,107272,8529,Electronics
CUST0022,Male,50,62207,2630,Home Appliances
CUST0023,Female,18,33281,2060,Electronics
CUST0024,Female,35,81246,7145,Automotive
CUST0025,Female,49,21435,1148,Electronics
CUST0026,Female,64,118875,5872,Furniture
CUST0027,Female,28,120686,2629,Electronics
CUST0028,Female,38,111357,3064,Furniture
CUST0029,Female,43,46660,7237,Furniture
CUST0030,Female,42,25084,1063,Furniture
CUST0031,Male,39,102197,636,Automotive
CUST0032,Male,44,33507,7440,Electronics
CUST0033,Female,30,92595,7279,Electronics
CUST0034,Female,50,103807,8067,Automotive
CUST0035,Female,51,65539,8834,Home Appliances
CUST0036,Male,58,135953,945,Accessories
CUST0037,Female,52,27491,5877,Electronics
CUST0038,Male,18,147706,3136,Accessories
CUST0039,Male,38,132831,6047,Automotive
CUST0040,Male,65,70192,2594,Home Appliances
CUST0041,Male,23,100395,2819,Home Appliances
CUST0042,Male,45,143797,1984,Home Appliances
CUST0043,Female,34,83888,4449,Automotive
CUST0044,Female,22,93609,5279,Furniture
CUST0045,Female,48,29077,6710,Furniture
CUST0046,Female,22,137440,6530,Accessories
CUST0047,Female,55,142901,7254,Furniture
CUST0048,Male,20,40953,6588,Furniture
CUST0049,Female,40,96919,4837,Home Appliances
CUST0050,Female,54,134682,6625,Home Appliances
CUST0051,Male,54,141041,3950,Accessories
CUST0052,Female,27,87889,789,Electronics
CUST0053,Male,27,43821,5275,Accessories
CUST0054,Female,36,57567,8748,Accessories
CUST0055,Male,34,135374,5178,Automotive
CUST0056,Female,38,44860,5548,Automotive
CUST0057,Female,31,41195,1279,Accessories
CUST0058,Male,26,97475,9174,Accessories
CUST0059,Male,63,110874,6506,Accessories
CUST0060,Male,18,107266,8691,Furniture
CUST0061,Male,62,41427,7007,Automotive
CUST0062,Male,30,120732,8900,Accessories
CUST0063,Male,21,47083,1738,Home Appliances
CUST0064,Male,18,107046,5771,Home Appliances
CUST0065,Male,57,77372,7028,Furniture
CUST0066,Female,49,143786,1482,Furniture
CUST0067,Female,51,64064,1503,Electronics
CUST0068,Male,45,27813,9111,Electronics
CUST0069,Female,48,51598,3392,Electronics
CUST0070,Female,25,132718,9111,Furniture
CUST0071,Female,56,146879,519,Furniture
CUST0072,Female,43,113106,4617,Furniture
CUST0073,Male,51,47082,3402,Home Appliances
CUST0074,Female,20,49241,7957,Furniture
CUST0075,Male,29,116214,9800,Home Appliances
CUST0076,Female,18,64569,7970,Electronics
CUST0077,Female,61,31745,5793,Electronics
CUST0078,Female,22,46029,867,Electronics
CUST0079,Male,47,33025,2144,Accessories
CUST0080,Female,47,121660,1649,Accessories
CUST0081,Male,34,143395,6240,Automotive
CUST0082,Female,65,34288,3816,Automotive
CUST0083,Male,64,109186,4581,Automotive
CUST0084,Female,40,26540,7998,Accessories
CUST0085,Male,32,117768,6648,Accessories
CUST0086,Male,54,101958,2393,Automotive
CUST0087,Female,38,88878,4937,Automotive
CUST0088,Male,31,61846,7858,Furniture
CUST0089,Female,19,121148,6893,Automotive
CUST0090,Female,28,95932,7738,Furniture
CUST0091,Female,56,37482,8093,Home Appliances
CUST0092,Female,55,43411,6107,Accessories
CUST0093,Female,51,70975,5642,Automotive
CUST0094,Female,55,80545,9192,Accessories
CUST0095,Female,51,132302,6456,Accessories
CUST0096,Female,35,98797,8533,Accessories
CUST0097,Female,47,72307,7480,Home Appliances
CUST0098,Female,32,23093,2485,Electronics
CUST0099,Female,44,97258,4368,Automotive
CUST0100,Male,51,42042,771,Electronics
CUST0101,Male,55,72930,263,Electronics
CUST0102,Female,50,137584,8756,Electronics
CUST0103,Female,41,64413,4692,Accessories
CUST0104,Female,32,133387,4895,Furniture
CUST0105,Female,47,113623,4898,Accessories
CUST0106,Female,59,117883,6136,Accessories
CUST0107,Female,34,53756,2455,Electronics
CUST0108,Female,22,73268,5987,Accessories
CUST0109,Female,46,59214,8061,Electronics
CUST0110,Male,21,101871,5927,Furniture
CUST0111,Female,27,147844,8837,Automotive
CUST0112,Male,34,48602,4819,Electronics
CUST0113,Female,27,73331,693,Furniture
CUST0114,Female,34,68901,4939,Automotive
CUST0115,Male,37,119986,7494,Home Appliances
CUST0116,Female,41,83416,9751,Electronics
CUST0117,Male,22,52196,3593,Electronics
CUST0118,Female,51,148386,6264,Home Appliances
CUST0119,Female,23,25626,2772,Home Appliances
CUST0120,Male,19,27424,4300,Electronics
CUST0121,Female,30,32857,116,Home Appliances
CUST0122,Male,60,130459,3291,Accessories
CUST0123,Female,60,135621,492,Automotive
CUST0124,Male,65,39982,8716,Automotive
CUST0125,Male,28,96961,6372,Automotive
CUST0126,Female,64,21980,671,Accessories
CUST0127,Female,40,68290,3731,Home Appliances
CUST0128,Male,33,46431,6272,Furniture
CUST0129,Female,48,104976,9412,Home Appliances
CUST0130,Female,28,127288,7277,Electronics
CUST0131,Female,33,102711,8533,Automotive
CUST0132,Male,25,134187,3997,Home Appliances
CUST0133,Male,21,46385,8223,Furniture
CUST0134,Male,57,58158,2379,Electronics
CUST0135,Male,21,43019,9080,Accessories
CUST0136,Male,42,38639,7551,Accessories
CUST0137,Male,20,105530,9006,Furniture
CUST0138,Male,49,119911,875,Electronics
CUST0139,Male,20,41563,6969,Automotive
CUST0140,Male,44,59341,2347,Home Appliances
CUST0141,Female,46,135672,7188,Electronics
CUST0142,Male,49,25776,178,Accessories
CUST0143,Female,36,56444,8180,Furniture
CUST0144,Female,38,88916,7199,Furniture
CUST0145,Female,22,28711,4026,Home Appliances
CUST0146,Male,35,94318,9147,Furniture
CUST0147,Male,45,102970,7440,Furniture
CUST0148,Male,59,132301,7183,Electronics
CUST0149,Male,39,105553,6330,Automotive
CUST0150,Female,38,50707,9323,Home Appliances
CUST0151,Male,23,59110,5040,Electronics
CUST0152,Male,18,149410,3371,Automotive
CUST0153,Male,22,81788,3556,Electronics
CUST0154,Male,58,102879,7888,Electronics
CUST0155,Male,29,58827,8699,Furniture
CUST0156,Female,43,127188,7750,Automotive
CUST0157,Male,63,25655,2811,Home Appliances
CUST0158,Female,51,64859,1768,Home Appliances
CUST0159,Male,31,73625,247,Automotive
CUST0160,Female,43,72098,6520,Furniture
CUST0161,Male,62,35251,465,Accessories
CUST0162,Male,44,142413,9966,Electronics
CUST0163,Female,26,20526,4631,Furniture
CUST0164,Female,43,88760,5430,Automotive
CUST0165,Female,64,67837,5610,Electronics
CUST0166,Male,39,145133,8854,Home Appliances
CUST0167,Female,64,149478,9064,Accessories
CUST0168,Male,47,31536,6593,Home Appliances
CUST0169,Male,60,48541,5539,Automotive
CUST0170,Female,65,99083,9865,Electronics
CUST0171,Female,34,71027,6611,Automotive
CUST0172,Male,43,54531,7604,Electronics
CUST0173,Male,53,28712,1346,Furniture
CUST0174,Female,18,124101,3939,Accessories
CUST0175,Female,25,85455,8651,Furniture
CUST0176,Female,52,94744,2476,Furniture
CUST0177,Male,32,141787,3109,Automotive
CUST0178,Male,64,149749,9254,Accessories
CUST0179,Male,39,25109,1927,Electronics
CUST0180,Male,31,141332,7079,Electronics
CUST0181,Male,43,69268,9905,Home Appliances
CUST0182,Male,45,120737,9932,Electronics
CUST0183,Female,40,74615,8669,Automotive
CUST0184,Male,31,102503,4385,Furniture
CUST0185,Male,41,143274,7010,Furniture
CUST0186,Male,19,49759,8661,Furniture
CUST0187,Female,62,105708,2296,Accessories
CUST0188,Male,43,80112,3847,Electronics
CUST0189,Male,31,122471,8943,Automotive
CUST0190,Female,24,146740,6078,Accessories
CUST0191,Male,20,143153,5707,Home Appliances
CUST0192,Male,64,46589,869,Automotive
CUST0193,Male,40,50015,880,Automotive
CUST0194,Male,63,49009,6403,Automotive
CUST0195,Male,60,103309,4083,Furniture
CUST0196,Female,64,146446,9603,Automotive
CUST0197,Female,62,82046,8814,Electronics
CUST0198,Female,35,126661,621,Automotive
CUST0199,Male,55,46143,9227,Furniture
CUST0200,Male,52,26154,7669,Automotive
CUST0201,Male,32,41804,5884,Home Appliances
CUST0202,Female,42,61688,4683,Home Appliances
CUST0203,Male,54,84288,6046,Furniture
CUST0204,Male,45,71195,5041,Electronics
CUST0205,Female,27,40581,6367,Electronics
CUST0206,Male,56,72648,7228,Accessories
CUST0207,Female,34,50087,2561,Furniture
CUST0208,Female,56,69930,785,Automotive
CUST0209,Female,39,52981,2260,Furniture
CUST0210,Male,43,89298,7131,Accessories
CUST0211,Male,61,66167,9859,Furniture
CUST0212,Male,42,95304,5441,Furniture
CUST0213,Male,34,63408,138,Accessories
CUST0214,Male,30,59499,4975,Electronics
CUST0215,Male,37,145816,1356,Automotive
CUST0216,Male,42,72269,7797,Accessories
CUST0217,Female,21,58559,2296,Home Appliances
CUST0218,Male,27,134126,7265,Electronics
CUST0219,Female,20,94319,401,Home Appliances
CUST0220,Male,58,131925,7627,Electronics
CUST0221,Male,62,115317,6481,Automotive
CUST0222,Male,35,116347,746,Automotive
CUST0223,Female,64,68787,8889,Furniture
CUST0224,Female,53,55488,8953,Home Appliances
CUST0225,Female,64,94441,4430,Electronics
CUST0226,Female,39,94663,9660,Automotive
CUST0227,Male,51,42431,7103,Accessories
CUST0228,Female,64,81681,3637,Automotive
CUST0229,Male,25,83483,4658,Accessories
CUST0230,Male,57,142720,6679,Electronics
CUST0231,Female,61,69153,8574,Automotive
CUST0232,Female,36,26368,9778,Automotive
CUST0233,Female,59,47424,4182,Electronics
CUST0234,Female,58,132360,4283,Automotive
CUST0235,Female,54,65004,8752,Accessories
CUST0236,Female,23,103869,3854,Automotive
CUST0237,Female,43,108652,1824,Home Appliances
CUST0238,Female,51,132755,1476,Furniture
CUST0239,Male,62,76985,8806,Accessories
CUST0240,Female,23,70069,8994,Home Appliances
CUST0241,Female,54,72326,1753,Electronics
CUST0242,Male,50,128737,2166,Accessories
CUST0243,Female,39,101061,122,Furniture
CUST0244,Male,38,43398,2560,Furniture
CUST0245,Male,23,118393,6026,Electronics
CUST0246,Female,23,70861,6351,Electronics
CUST0247,Male,65,95897,9596,Accessories
CUST0248,Male,21,101905,7395,Automotive
CUST0249,Male,47,147118,3400,Electronics
CUST0250,Male,28,88577,6379,Automotive
CUST0251,Female,47,85641,8653,Home Appliances
CUST0252,Male,48,29078,7453,Furniture
CUST0253,Female,41,45003,3827,Automotive
CUST0254,Male,26,82768,6372,Furniture
CUST0255,Male,20,71047,6095,Automotive
CUST0256,Male,48,91626,9576,Home Appliances
CUST0257,Male,57,77660,614,Electronics
CUST0258,Female,54,124386,548,Home Appliances
CUST0259,Female,53,69786,6119,Electronics
CUST0260,Male,41,21925,5443,Electronics
CUST0261,Male,48,103976,8133,Furniture
CUST0262,Female,23,125221,2620,Home Appliances
CUST0263,Male,19,137832,3181,Automotive
CUST0264,Male,37,145150,1528,Home Appliances
CUST0265,Male,45,46015,4067,Furniture
CUST0266,Female,28,53320,6545,Electronics
CUST0267,Female,21,84881,9214,Furniture
CUST0268,Female,32,110827,2259,Accessories
CUST0269,Male,23,140071,5232,Accessories
CUST0270,Male,47,122215,2647,Automotive
CUST0271,Female,55,46289,3079,Furniture
CUST0272,Female,19,148859,2749,Automotive
CUST0273,Female,32,23389,8605,Automotive
CUST0274,Female,28,45683,3183,Accessories
CUST0275,Male,25,33629,1137,Automotive
CUST0276,Female,43,81550,3589,Accessories
CUST0277,Male,62,44826,7704,Electronics
CUST0278,Female,61,120734,7644,Furniture
CUST0279,Male,22,46630,2734,Automotive
CUST0280,Female,23,118762,4083,Accessories
CUST0281,Female,43,66163,1878,Home Appliances
CUST0282,Female,21,118511,8002,Automotive
CUST0283,Female,36,86435,5210,Electronics
CUST0284,Male,37,31653,5289,Electronics
CUST0285,Female,50,47961,7478,Home Appliances
CUST0286,Male,37,101941,1224,Accessories
CUST0287,Male,29,94137,797,Automotive
CUST0288,Male,64,53662,2279,Accessories
CUST0289,Male,18,118818,9696,Electronics
CUST0290,Female,43,76446,5351,Accessories
CUST0291,Male,31,41288,9335,Electronics
CUST0292,Male,55,142555,2029,Accessories
CUST0293,Male,54,115081,1113,Home Appliances
CUST0294,Female,28,56877,326,Furniture
CUST0295,Female,53,131562,7421,Home Appliances
CUST0296,Female,30,35313,1928,Home Appliances
CUST0297,Female,60,100885,8009,Furniture
CUST0298,Male,20,92715,5688,Furniture
CUST0299,Male,50,30326,2123,Automotive
CUST0300,Female,23,130091,5066,Automotive
CUST0301,Male,27,145836,5991,Home Appliances
CUST0302,Male,22,21560,1180,Home Appliances
CUST0303,Male,40,99148,5136,Electronics
CUST0304,Female,27,103186,2663,Electronics
CUST0305,Female,61,46745,3392,Automotive
CUST0306,Male,19,51890,3686,Automotive
CUST0307,Female,30,40022,4531,Electronics
CUST0308,Female,57,143629,6941,Electronics
CUST0309,Female,19,72579,6743,Accessories
CUST0310,Female,37,90316,4059,Accessories
CUST0311,Female,18,103847,261,Electronics
CUST0312,Male,54,48380,693,Accessories
CUST0313,Female,26,130198,3490,Furniture
CUST0314,Male,34,22356,6097,Automotive
CUST0315,Male,26,90326,6454,Automotive
CUST0316,Female,28,112447,763,Electronics
CUST0317,Male,32,134994,9424,Home Appliances
CUST0318,Male,41,109899,641,Electronics
CUST0319,Male,55,40049,5533,Accessories
CUST0320,Female,52,95717,5193,Home Appliances
CUST0321,Female,47,125361,967,Accessories
CUST0322,Male,48,36082,8723,Furniture
CUST0323,Female,22,20661,5569,Accessories
CUST0324,Female,61,57412,6356,Furniture
CUST0325,Female,31,134015,9498,Furniture
CUST0326,Female,28,143191,1269,Accessories
CUST0327,Male,26,22920,930,Accessories
CUST0328,Male,51,111194,1751,Furniture
CUST0329,Female,29,134306,1236,Home Appliances
CUST0330,Female,52,80315,2910,Furniture
CUST0331,Male,52,99561,8767,Automotive
CUST0332,Male,18,28946,9618,Furniture
CUST0333,Female,57,114242,1119,Home Appliances
CUST0334,Male,39,65500,5337,Automotive
CUST0335,Female,46,124540,1383,Electronics
CUST0336,Female,25,36309,759,Electronics
CUST0337,Male,28,75230,2110,Home Appliances
CUST0338,Male,58,131822,8690,Furniture
CUST0339,Female,54,118656,1833,Accessories
CUST0340,Female,31,143782,2225,Home Appliances
CUST0341,Male,47,50027,2271,Automotive
CUST0342,Female,52,146768,8366,Automotive
CUST0343,Male,38,92541,3571,Electronics
CUST0344,Female,54,132340,9128,Automotive
CUST0345,Male,22,134846,5724,Home Appliances
CUST0346,Male,36,79321,8791,Automotive
CUST0347,Male,31,20956,8429,Home Appliances
CUST0348,Female,43,120375,2197,Accessories
CUST0349,Female,21,94131,5168,Electronics
CUST0350,Male,42,67908,6497,Automotive
CUST0351,Female,62,98339,2857,Home Appliances
CUST0352,Male,59,145659,4020,Furniture
CUST0353,Male,42,45963,8286,Electronics
CUST0354,Female,35,121757,2000,Accessories
CUST0355,Female,57,59443,2710,Home Appliances
CUST0356,Male,25,119259,7000,Accessories
CUST0357,Female,56,59063,1549,Accessories
CUST0358,Female,57,134225,8838,Automotive
CUST0359,Male,31,136400,5117,Automotive
CUST0360,Male,49,100818,8099,Home Appliances
CUST0361,Female,55,24703,6152,Furniture
CUST0362,Male,50,85128,2196,Home Appliances
CUST0363,Male,40,92099,8995,Furniture
CUST0364,Female,32,45849,6504,Accessories
CUST0365,Male,50,51860,9917,Electronics
CUST0366,Male,42,51585,3431,Home Appliances
CUST0367,Female,34,42015,7562,Home Appliances
CUST0368,Female,50,97539,5205,Furniture
CUST0369,Male,64,63585,3078,Accessories
CUST0370,Male,19,46958,2939,Accessories
CUST0371,Female,31,46017,3484,Furniture
CUST0372,Female,57,96707,785,Accessories
CUST0373,Female,57,144677,7631,Automotive
CUST0374,Female,56,65350,4383,Electronics
CUST0375,Male,23,32201,7836,Home Appliances
CUST0376,Female,23,49426,7810,Electronics
CUST0377,Female,20,37778,1719,Home Appliances
CUST0378,Male,24,65241,6968,Automotive
CUST0379,Female,25,62229,1531,Accessories
CUST0380,Male,59,106652,9167,Furniture
CUST0381,Female,32,148267,4813,Automotive
CUST0382,Female,64,138402,9657,Electronics
CUST0383,Female,46,68364,9535,Furniture
CUST0384,Male,50,118833,5098,Accessories
CUST0385,Male,47,146503,262,Automotive
CUST0386,Female,56,149044,2074,Furniture
CUST0387,Male,44,104878,3391,Automotive
CUST0388,Male,53,77056,8561,Automotive
CUST0389,Male,46,47490,731,Accessories
CUST0390,Male,55,147769,1005,Home Appliances
CUST0391,Male,50,39975,2114,Furniture
CUST0392,Male,54,46723,9933,Accessories
CUST0393,Female,44,43279,7996,Automotive
CUST0394,Female,50,98301,304,Accessories
CUST0395,Male,21,132214,681,Home Appliances
CUST0396,Female,39,31561,5775,Furniture
CUST0397,Female,19,127435,9132,Home Appliances
CUST0398,Female,27,86061,5447,Electronics
CUST0399,Female,22,108397,2743,Furniture
CUST0400,Male,27,69153,8117,Home Appliances
CUST0401,Female,50,53142,2397,Automotive
CUST0402,Female,55,46916,974,Furniture
CUST0403,Male,30,84324,5660,Furniture
CUST0404,Male,48,64965,789,Accessories
CUST0405,Female,64,145932,4100,Automotive
CUST0406,Female,53,24648,9714,Electronics
CUST0407,Female,62,55133,771,Home Appliances
CUST0408,Female,41,70677,8027,Accessories
CUST0409,Female,32,116059,1271,Home Appliances
CUST0410,Female,46,114588,5691,Electronics
CUST0411,Male,25,119950,9235,Electronics
CUST0412,Female,22,118317,6442,Furniture
CUST0413,Female,46,90135,1549,Electronics
CUST0414,Male,64,55046,2639,Home Appliances
CUST0415,Male,21,67064,4059,Automotive
CUST0416,Male,29,121459,6385,Automotive
CUST0417,Male,62,126625,5532,Furniture
CUST0418,Female,19,89350,4360,Home Appliances
CUST0419,Female,44,65893,2461,Home Appliances
CUST0420,Female,48,121520,6264,Electronics
CUST0421,Female,53,145818,3770,Home Appliances
CUST0422,Female,53,81272,1853,Accessories
CUST0423,Female,43,112152,8200,Electronics
CUST0424,Male,60,142907,2038,Accessories
CUST0425,Female,44,87649,8662,Furniture
CUST0426,Male,22,84674,6076,Automotive
CUST0427,Male,37,144132,6688,Furniture
CUST0428,Female,28,139044,8716,Automotive
CUST0429,Male,27,128542,6404,Furniture
CUST0430,Female,57,33760,7445,Home Appliances
CUST0431,Male,55,41927,7975,Accessories
CUST0432,Female,23,106475,9186,Automotive
CUST0433,Male,25,81367,6733,Electronics
CUST0434,Female,40,117955,697,Accessories
CUST0435,Female,64,32588,3162,Electronics
CUST0436,Female,43,141750,2436,Accessories
CUST0437,Female,63,121678,9979,Accessories
CUST0438,Female,60,124734,672,Furniture
CUST0439,Male,29,138154,7621,Automotive
CUST0440,Male,43,72233,6271,Automotive
CUST0441,Male,30,64738,7197,Accessories
CUST0442,Female,57,53397,2190,Home Appliances
CUST0443,Male,35,102189,6666,Home Appliances
CUST0444,Female,42,96367,4724,Electronics
CUST0445,Female,50,144873,1733,Electronics
CUST0446,Male,64,91260,1617,Furniture
CUST0447,Male,57,140585,3748,Accessories
CUST0448,Female,60,96619,1637,Electronics
CUST0449,Male,29,131453,3237,Electronics
CUST0450,Female,61,39816,7085,Accessories
CUST0451,Female,53,62240,197,Furniture
CUST0452,Female,65,26276,3850,Electronics
CUST0453,Female,21,133939,8635,Furniture
CUST0454,Female,22,124199,8274,Automotive
CUST0455,Male,54,99530,8203,Furniture
CUST0456,Male,25,43499,5513,Home Appliances
CUST0457,Female,59,108576,4766,Home Appliances
CUST0458,Female,45,128856,710,Furniture
CUST0459,Male,48,102495,1827,Home Appliances
CUST0460,Male,26,141717,1954,Automotive
CUST0461,Female,46,91635,5155,Accessories
CUST0462,Male,31,127803,2424,Home Appliances
CUST0463,Female,57,105112,9469,Home Appliances
CUST0464,Male,58,55946,9383,Furniture
CUST0465,Female,39,75204,5874,Automotive
CUST0466,Male,28,71886,6619,Accessories
CUST0467,Female,40,91652,1849,Furniture
CUST0468,Male,18,35563,881,Furniture
CUST0469,Male,63,112324,7648,Automotive
CUST0470,Female,54,112464,6923,Accessories
CUST0471,Male,38,121872,2205,Automotive
CUST0472,Female,43,29847,3967,Accessories
CUST0473,Male,63,46155,7293,Automotive
CUST0474,Female,53,99671,5076,Furniture
CUST0475,Male,40,136891,2213,Furniture
CUST0476,Female,18,103310,5979,Electronics
CUST0477,Male,57,87278,4070,Home Appliances
CUST0478,Female,32,38309,9359,Automotive
CUST0479,Male,38,20619,7364,Electronics
CUST0480,Female,64,103194,1677,Home Appliances
CUST0481,Female,26,70108,9303,Automotive
CUST0482,Female,26,54707,2374,Accessories
CUST0483,Male,27,40337,4969,Home Appliances
CUST0484,Female,43,145261,6844,Furniture
CUST0485,Male,58,101537,2526,Electronics
CUST0486,Female,52,86504,5646,Home Appliances
CUST0487,Male,42,67614,6952,Home Appliances
CUST0488,Female,43,111428,2651,Furniture
CUST0489,Male,28,111155,6511,Automotive
CUST0490,Male,55,20281,107,Accessories
CUST0491,Female,19,47420,8187,Furniture
CUST0492,Male,24,100896,2655,Accessories
CUST0493,Male,35,59030,575,Automotive
CUST0494,Female,44,21058,5516,Home Appliances
CUST0495,Male,51,106213,8776,Accessories
CUST0496,Male,44,96260,7339,Electronics
CUST0497,Male,34,48404,6810,Electronics
CUST0498,Female,60,123482,5100,Furniture
CUST0499,Male,61,125284,4754,Automotive
CUST0500,Female,41,49856,8178,Furniture
